#danRer7.ensGene.name	danRer7.ensGene.chrom	danRer7.ensGene.strand	danRer7.ensGene.txStart	danRer7.ensGene.txEnd	danRer7.ensGene.cdsStart	danRer7.ensGene.cdsEnd	danRer7.ensGene.exonCount	danRer7.ensGene.exonStarts	danRer7.ensGene.exonEnds	danRer7.ensGene.name2	danRer7.ensemblToGeneName.value	danRer7.geneSymbol
ENSDART00000042901	chr5	-	63685829	63769955	63686530	63769848	14	63685829,63688193,63688468,63690224,63695824,63699443,63699857,63713200,63714582,63719878,63747128,63755601,63755879,63769692,	63686821,63688385,63688642,63690350,63695899,63699626,63699959,63713278,63714698,63719998,63747185,63755755,63755966,63769955,	ENSDARG00000029135	taf6	taf6
ENSDART00000132766	chr5	-	63690263	63747475	63747475	63747475	9	63690263,63695824,63699443,63699857,63713200,63714582,63719878,63747128,63747371,	63690350,63695899,63699626,63699959,63713278,63714698,63719998,63747185,63747475,	ENSDARG00000029135	taf6	taf6
ENSDART00000028945	chr5	-	63817908	63844619	63819039	63843774	9	63817908,63818613,63819469,63825062,63828301,63842364,63843437,63843672,63844590,	63818583,63819226,63819593,63825224,63828374,63842558,63843549,63843783,63844619,	ENSDARG00000011186	zfpl1	zfpl1
ENSDART00000128773	chr5	+	64330645	64392361	64330645	64392361	10	64330645,64333862,64364146,64367548,64368551,64378739,64387746,64387907,64391969,64392342,	64330726,64333972,64364273,64367564,64368593,64378911,64387828,64388004,64392093,64392361,	ENSDARG00000088293	DOC2B	DOC2B
ENSDART00000131041	chr5	+	64330645	64392361	64330645	64392361	10	64330645,64333862,64364146,64364779,64368551,64378739,64387746,64387907,64391969,64392342,	64330726,64333972,64364273,64364795,64368593,64378911,64387828,64388004,64392093,64392361,	ENSDARG00000088293	DOC2B	DOC2B
ENSDART00000082952	chr5	-	64467115	64494428	64467260	64491761	12	64467115,64467791,64468496,64472830,64477098,64477462,64479531,64483220,64486559,64488310,64491476,64494217,	64467338,64467877,64468670,64472918,64477280,64477547,64479583,64483287,64486688,64488440,64491774,64494428,	ENSDARG00000059583	wbscr16	wbscr16
ENSDART00000050916	chr5	+	64720351	64786701	64720922	64785592	22	64720351,64720904,64722906,64723105,64724313,64727654,64730902,64731469,64735706,64737614,64739234,64742596,64745154,64746916,64759012,64761374,64764459,64767169,64768803,64769839,64775236,64785517,	64720451,64720959,64723012,64723241,64724559,64727845,64731124,64731590,64735802,64737730,64739400,64742695,64745414,64747109,64759054,64761521,64764605,64767299,64768888,64769926,64775391,64786701,	ENSDARG00000035152	ap2b1	ap2b1
ENSDART00000113508	chr5	+	64862247	64881770	64862247	64881770	16	64862247,64863474,64863572,64864322,64864592,64866845,64867082,64867293,64867499,64869015,64869859,64875510,64876395,64878768,64879034,64881653,	64862467,64863554,64863831,64864524,64864666,64866985,64867182,64867406,64867766,64869138,64869988,64875679,64876668,64878947,64879214,64881770,	ENSDARG00000079780	FP085405.1	FP085405.1
ENSDART00000141574	chr5	+	65114310	65192672	65114522	65192672	2	65114310,65192530,	65114837,65192672,	ENSDARG00000094587	si:dkey-35m8.1	si:dkey-35m8.1
ENSDART00000074117	chr5	+	65399854	65417709	65400016	65417566	6	65399854,65406350,65407912,65410349,65417053,65417368,	65400258,65406546,65408006,65410457,65417163,65417709,	ENSDARG00000005154	aspa	aspa
ENSDART00000146879	chr5	+	65786714	65831799	65787257	65831373	6	65786714,65787250,65791038,65794570,65825513,65831256,	65786756,65787333,65791060,65794673,65825618,65831799,	ENSDARG00000067608	zswim7	zswim7
ENSDART00000097351	chr5	+	65787257	65831797	65787257	65831373	5	65787257,65791038,65794570,65825513,65831256,	65787333,65791060,65794673,65825618,65831797,	ENSDARG00000067608	zswim7	zswim7
ENSDART00000137052	chr5	-	65867839	66001217	65867839	66001179	14	65867839,65876772,65881540,65916903,65921228,65925445,65925591,65928545,65943893,65944373,65946001,65949899,65997678,66001017,	65867929,65876832,65881657,65917006,65921361,65925518,65925692,65928730,65944069,65944447,65946281,65951326,65997805,66001217,	ENSDARG00000029480	specc1	specc1
ENSDART00000047143	chr5	-	65867839	66001179	65867839	66001179	14	65867839,65876772,65881540,65916903,65921228,65925445,65925591,65928545,65943893,65944373,65946073,65949899,65997678,66001017,	65867929,65876832,65881657,65917006,65921361,65925518,65925692,65928730,65944069,65944447,65946281,65951326,65997805,66001179,	ENSDARG00000029480	specc1	specc1
ENSDART00000131274	chr5	-	66448091	66485903	66448275	66476439	9	66448091,66464780,66466987,66468672,66471854,66473569,66476300,66481084,66485790,	66448600,66464897,66467114,66468929,66472036,66473709,66476470,66481221,66485903,	ENSDARG00000019525	tbcelb	tbcelb
ENSDART00000005696	chr5	-	66448275	66476433	66448275	66476433	7	66448275,66464780,66466987,66468672,66471854,66473569,66476300,	66448600,66464897,66467114,66468929,66472036,66473709,66476433,	ENSDARG00000019525	tbcelb	tbcelb
ENSDART00000137855	chr5	+	66575651	66586964	66575651	66586835	9	66575651,66578408,66581479,66581649,66581878,66582181,66582362,66586304,66586602,	66576073,66578594,66581558,66581780,66582086,66582268,66582428,66586390,66586964,	ENSDARG00000093999	ttf1	ttf1
ENSDART00000134261	chr5	+	66936928	67003805	66937069	66999080	23	66936928,66948443,66948769,66949291,66953449,66957053,66957336,66962913,66963192,66963923,66966689,66967602,66969386,66972320,66975716,66988791,66989249,66989830,66991971,66996245,66998266,66999058,67003577,	66937230,66948517,66948919,66949495,66953548,66957214,66957479,66963049,66963260,66964062,66966776,66967673,66969438,66972332,66975830,66988901,66989361,66989842,66992145,66996487,66998464,66999095,67003805,	ENSDARG00000009281	dnm1b	dnm1b
ENSDART00000097330	chr5	+	66937069	67009337	66937069	66998648	22	66937069,66948443,66948769,66949291,66953449,66957053,66957336,66962913,66963192,66963923,66966689,66967602,66969386,66972320,66975716,66988791,66989249,66991974,66996245,66998266,66998629,67005867,	66937230,66948517,66948919,66949495,66953548,66957214,66957479,66963049,66963260,66964062,66966776,66967673,66969438,66972332,66975830,66988901,66989361,66992145,66996487,66998464,66999095,67009337,	ENSDARG00000009281	dnm1b	dnm1b
ENSDART00000140280	chr5	+	66962998	66988901	66988901	66988901	9	66962998,66963192,66963923,66966689,66967602,66969386,66975716,66976398,66988791,	66963049,66963260,66964062,66966776,66967673,66969438,66975830,66976480,66988901,	ENSDARG00000009281	dnm1b	dnm1b
ENSDART00000135014	chr5	-	67181570	67372057	67181570	67372057	22	67181570,67200871,67205465,67216028,67218871,67221746,67228434,67231020,67252787,67256684,67259027,67261058,67273575,67284434,67284633,67308411,67323332,67324816,67327305,67328259,67356165,67371705,	67181675,67200970,67205537,67216144,67219019,67221915,67228642,67231204,67252956,67256898,67259163,67261160,67273772,67284526,67284762,67308913,67323454,67325009,67327599,67328405,67357237,67372057,	ENSDARG00000059858	pappab	pappab
ENSDART00000083684	chr5	-	67181570	67372057	67181570	67372057	22	67181570,67200871,67205465,67216028,67218871,67221746,67228434,67231020,67252787,67256684,67259027,67261058,67273575,67284434,67284633,67308411,67323332,67324816,67327305,67328259,67356165,67371675,	67181675,67200970,67205537,67216144,67219019,67221939,67228642,67231204,67252956,67256898,67259163,67261160,67273772,67284526,67284762,67308913,67323454,67325009,67327599,67328405,67357237,67372057,	ENSDARG00000059858	pappab	pappab
ENSDART00000137363	chr5	-	67690153	67771622	67690153	67771622	51	67690153,67691525,67692419,67693972,67696029,67697766,67697892,67698039,67699417,67700291,67701351,67701563,67701754,67701925,67703005,67703154,67703300,67703481,67703697,67704890,67705419,67707188,67709237,67710849,67711022,67713385,67715328,67715472,67717432,67719246,67726406,67729034,67732812,67734255,67734407,67735370,67738425,67740424,67740587,67741312,67743903,67744073,67745973,67746198,67747731,67753701,67757263,67759556,67761744,67765766,67771577,	67690300,67691744,67692529,67694141,67696065,67697802,67697946,67698102,67699471,67700399,67701459,67701671,67701808,67701979,67703053,67703208,67703357,67703535,67703751,67704998,67705473,67707296,67709274,67710886,67711076,67713422,67715382,67715517,67717477,67719300,67726460,67729061,67732866,67734309,67734452,67735424,67738470,67740478,67740641,67741366,67743948,67744127,67746018,67746252,67747776,67753755,67757308,67759612,67761783,67765820,67771622,	ENSDARG00000028236	col27a1b	col27a1b
ENSDART00000097297	chr5	-	67690153	67819841	67690153	67819841	59	67690153,67691525,67692419,67693972,67694299,67695869,67696029,67696163,67697766,67697892,67698039,67699417,67700291,67701351,67701563,67701754,67701925,67702999,67703154,67703300,67703481,67703697,67704890,67705419,67707188,67709220,67710832,67711022,67713368,67715328,67715472,67717432,67719246,67726406,67729026,67732812,67734255,67734407,67735370,67738425,67740424,67740587,67741312,67743903,67744073,67745973,67746198,67747731,67753701,67757263,67759556,67761738,67765766,67771577,67789668,67792449,67798912,67811627,67818653,	67690300,67691744,67692529,67694141,67694362,67695896,67696065,67696181,67697802,67697946,67698102,67699471,67700399,67701459,67701671,67701808,67701979,67703053,67703208,67703357,67703535,67703751,67704998,67705473,67707296,67709274,67710886,67711076,67713422,67715382,67715517,67717477,67719300,67726460,67729080,67732866,67734309,67734452,67735424,67738470,67740478,67740641,67741366,67743957,67744127,67746018,67746252,67747776,67753755,67757308,67759610,67761783,67765820,67771622,67789722,67792503,67798966,67811681,67819841,	ENSDARG00000028236	col27a1b	col27a1b
ENSDART00000113043	chr5	+	67822302	67956107	67822376	67954347	3	67822302,67946159,67953958,	67822485,67946525,67956107,	ENSDARG00000075020	ppapdc3	ppapdc3
ENSDART00000132713	chr5	-	67989341	68031750	68031750	68031750	11	67989341,67997899,67999916,68009118,68011747,68016320,68021569,68021834,68023434,68025659,68031691,	67991498,67998189,68000149,68009307,68011876,68016692,68021748,68021978,68023572,68025982,68031750,	ENSDARG00000035126	brd3b	brd3b
ENSDART00000050861	chr5	-	67989342	68031750	68031750	68031750	12	67989342,67997899,67999916,68009118,68011747,68016320,68021569,68021834,68021867,68023434,68025659,68031691,	67991498,67998189,68000149,68009307,68011876,68016692,68021748,68021862,68021978,68023572,68025982,68031750,	ENSDARG00000035126	brd3b	brd3b
ENSDART00000043638	chr5	-	67991379	68031751	68031751	68031751	14	67991379,67994716,67997899,67999916,68006499,68009118,68011747,68016320,68021569,68021834,68021873,68023434,68025659,68031626,	67991498,67994842,67998189,68000149,68006568,68009307,68011876,68016692,68021748,68021871,68021978,68023572,68025982,68031751,	ENSDARG00000035126	brd3b	brd3b
ENSDART00000149831	chr5	-	67997967	68031751	68031751	68031751	11	67997967,67999916,68006499,68009118,68011747,68016320,68021569,68021834,68023434,68025659,68031626,	67998189,68000149,68006568,68009307,68011876,68016692,68021748,68021978,68023572,68025982,68031751,	ENSDARG00000035126	brd3b	brd3b
ENSDART00000130888	chr5	-	68668257	68771446	68668506	68766859	34	68668257,68671221,68672645,68674353,68679839,68680095,68683771,68684826,68685147,68687928,68689758,68691527,68693551,68695831,68696565,68698965,68701700,68702007,68704809,68707102,68707304,68709866,68712986,68713617,68714840,68721844,68725002,68726134,68727351,68729599,68737421,68739733,68766853,68771249,	68669790,68671319,68672793,68674652,68680002,68680186,68683985,68684975,68685582,68688500,68689871,68691776,68693684,68696016,68696719,68699167,68701929,68702160,68704929,68707216,68707450,68710059,68713097,68713851,68714954,68721958,68725188,68726290,68727585,68729722,68737760,68739983,68766926,68771446,	ENSDARG00000052094	notch1b	notch1b
ENSDART00000050855	chr5	-	68668264	68771448	68668506	68771307	34	68668264,68671221,68672645,68674353,68679839,68680095,68683771,68684826,68685147,68687928,68689758,68691527,68693551,68695831,68696565,68698965,68701700,68702007,68707102,68707304,68709866,68712986,68713617,68714840,68721844,68725002,68726134,68727351,68729599,68731273,68737421,68739733,68766853,68771249,	68669790,68671319,68672793,68674652,68680002,68680186,68683985,68684975,68685582,68688500,68689871,68691776,68693684,68696016,68696719,68699167,68701929,68702160,68707216,68707450,68710059,68713097,68713851,68714954,68721958,68725188,68726290,68727585,68729722,68731342,68737760,68739996,68766926,68771448,	ENSDARG00000052094	notch1b	notch1b
ENSDART00000122405	chr5	+	69030568	69106026	69050614	69105589	24	69030568,69050572,69058194,69058967,69069231,69069604,69071774,69074165,69075510,69078395,69078721,69080848,69082089,69082844,69083061,69085650,69086988,69087226,69089869,69095618,69098516,69100481,69103200,69105454,	69031209,69050816,69058318,69059085,69069377,69069899,69071897,69074323,69075622,69078582,69078846,69080983,69082177,69082978,69083200,69085802,69087139,69087363,69090059,69095743,69098689,69100599,69103314,69106026,	ENSDARG00000018882	jak2b	jak2b
ENSDART00000016019	chr5	+	69030568	69106026	69050654	69105589	25	69030568,69050572,69050737,69058194,69058967,69069231,69069604,69071774,69074165,69075510,69078395,69078721,69080848,69082089,69082844,69083061,69085650,69086988,69087226,69089869,69095618,69098516,69100481,69103200,69105454,	69031209,69050735,69050816,69058318,69059085,69069377,69069899,69071897,69074323,69075622,69078582,69078846,69080983,69082177,69082978,69083200,69085802,69087139,69087363,69090059,69095743,69098689,69100599,69103314,69106026,	ENSDARG00000018882	jak2b	jak2b
ENSDART00000134186	chr5	-	69334965	69339660	69334965	69339660	3	69334965,69336228,69339607,	69335193,69336316,69339660,	ENSDARG00000059486	cplx4b	cplx4b
ENSDART00000097285	chr5	+	69428449	69469388	69428449	69469388	32	69428449,69428622,69431980,69432246,69432300,69432388,69432422,69432589,69433015,69433263,69434765,69435388,69436732,69436919,69438449,69438644,69438819,69440624,69440779,69442866,69451666,69452011,69452917,69453795,69455891,69457536,69457885,69459228,69460416,69462253,69467274,69469293,	69428508,69428755,69432101,69432251,69432340,69432398,69432449,69432603,69433041,69433342,69434878,69435499,69436826,69436972,69438562,69438696,69438924,69440668,69440845,69442915,69451738,69452155,69453013,69453899,69455994,69457671,69458005,69459301,69460484,69462329,69467451,69469388,	ENSDARG00000028056	kntc1	kntc1
ENSDART00000132183	chr5	-	69729000	69745247	69729807	69745194	15	69729000,69731227,69731905,69732171,69732378,69735243,69735825,69737818,69739872,69740112,69741886,69742101,69742347,69745009,69745179,	69729942,69731309,69732065,69732265,69732519,69735333,69736074,69737881,69739944,69740286,69741955,69742238,69742416,69745076,69745247,	ENSDARG00000045951	htatip	htatip
ENSDART00000032909	chr5	-	69729000	69745212	69729807	69745194	16	69729000,69729342,69731227,69731905,69732171,69732378,69735243,69735825,69737818,69739872,69740112,69741886,69742101,69742347,69745009,69745179,	69729263,69729942,69731309,69732065,69732265,69732519,69735333,69736074,69737881,69739944,69740286,69741955,69742238,69742416,69745076,69745212,	ENSDARG00000045951	htatip	htatip
ENSDART00000011295	chr5	-	70122246	70140978	70125714	70140691	4	70122246,70128561,70133542,70140541,	70125927,70128808,70133973,70140978,	ENSDARG00000019752	rom1a	rom1a
ENSDART00000013605	chr5	-	70529666	70657589	70530768	70540262	4	70529666,70538743,70565196,70656913,	70531313,70540282,70565386,70657589,	ENSDARG00000005586	zbtb20	zbtb20
ENSDART00000018792	chr5	-	70902008	70916676	70908961	70916660	8	70902008,70908737,70910530,70911056,70912340,70915341,70915509,70916575,	70902925,70909080,70910687,70911146,70912425,70915430,70915577,70916676,	ENSDARG00000011555	spag7	spag7
ENSDART00000114306	chr5	-	71135688	71268812	71136576	71157873	12	71135688,71140644,71142397,71144962,71146290,71147399,71149914,71152507,71153006,71155031,71157503,71268791,	71136722,71140753,71142564,71145093,71146393,71147536,71150137,71152644,71153169,71155187,71157887,71268812,	ENSDARG00000078579	zgc:175280	zgc:175280
ENSDART00000130829	chr5	-	71135688	71252071	71136576	71157873	12	71135688,71140644,71142397,71144962,71146290,71147399,71149914,71152507,71153006,71155031,71157503,71252007,	71136722,71140753,71142564,71145093,71146393,71147536,71150137,71152644,71153169,71155187,71157873,71252071,	ENSDARG00000078579	zgc:175280	zgc:175280
ENSDART00000017881	chr5	+	71170297	71183284	71170357	71183051	7	71170297,71170595,71170783,71174712,71176066,71179705,71182936,	71170381,71170687,71170879,71174776,71176180,71179845,71183284,	ENSDARG00000014565	eif4e1b	eif4e1b
ENSDART00000048432	chr5	-	71431996	71473263	71431996	71473263	20	71431996,71434014,71434201,71435318,71436760,71439161,71439306,71442805,71442988,71446824,71451219,71451873,71452638,71454276,71456877,71459797,71460015,71468286,71469019,71473203,	71432103,71434106,71434314,71435491,71436862,71439209,71439337,71442842,71442999,71446989,71451335,71451976,71452795,71454415,71457022,71459937,71460185,71468402,71469070,71473263,	ENSDARG00000041926	DLG4 (2 of 2)	DLG4 (2 of 2)
