#dm3.ensGene.name	dm3.ensGene.chrom	dm3.ensGene.strand	dm3.ensGene.txStart	dm3.ensGene.txEnd	dm3.ensGene.cdsStart	dm3.ensGene.cdsEnd	dm3.ensGene.exonCount	dm3.ensGene.exonStarts	dm3.ensGene.exonEnds	dm3.ensGene.name2	dm3.ensemblToGeneName.value	dm3.geneSymbol
FBtr0332326	chr2L	-	6932544	6942814	6932684	6940918	16	6932544,6932812,6933109,6933417,6934046,6934571,6934805,6934989,6937223,6937935,6938202,6939264,6939524,6940610,6940736,6942143,	6932750,6933052,6933337,6933933,6934511,6934742,6934908,6936697,6937314,6938148,6939205,6939458,6939715,6940681,6940951,6942814,	FBgn0031869	CG18304	CG18304
FBtr0332327	chr2L	-	6932544	6942814	6932684	6940918	16	6932544,6932812,6933109,6933417,6934046,6934571,6934805,6934989,6937539,6937935,6938202,6939264,6939524,6940610,6940736,6942143,	6932750,6933052,6933337,6933933,6934511,6934742,6934908,6936697,6937876,6938148,6939205,6939458,6939733,6940681,6940951,6942814,	FBgn0031869	CG18304	CG18304
FBtr0332325	chr2L	-	6943177	6945289	6944048	6944996	2	6943177,6945133,	6945069,6945289,	FBgn0031871	CG10158	CG10158
FBtr0079366	chr2L	-	6943739	6945289	6944048	6944996	2	6943739,6945133,	6945069,6945289,	FBgn0031871	CG10158	CG10158
FBtr0079364	chr2L	-	6949309	6950207	6949374	6950116	2	6949309,6949590,	6949532,6950207,	FBgn0031873	Gas41	Gas41
FBtr0079349	chr2L	+	6950439	6954590	6950538	6954454	10	6950439,6950672,6951044,6951273,6951626,6952119,6953014,6953433,6953786,6954392,	6950609,6950988,6951218,6951573,6952060,6952955,6953373,6953724,6954327,6954590,	FBgn0020616	SA	SA
FBtr0079363	chr2L	-	6954584	6956872	6954584	6956872	3	6954584,6955256,6956617,	6955202,6956219,6956872,	FBgn0031874	CG13775	CG13775
FBtr0079350	chr2L	+	6957009	6959104	6957097	6959039	3	6957009,6958345,6958655,	6958287,6958589,6959104,	FBgn0031875	CG3430	CG3430
FBtr0079362	chr2L	-	6959098	6960285	6959182	6960253	1	6959098,	6960285,	FBgn0031876	Atac1	Atac1
FBtr0079351	chr2L	+	6960425	6961552	6960442	6961473	2	6960425,6960546,	6960487,6961552,	FBgn0031877	CG10399	CG10399
FBtr0079357	chr2L	-	6961515	6964074	6961590	6963532	3	6961515,6961894,6963938,	6961830,6963554,6964074,	FBgn0031878	sip2	sip2
FBtr0079358	chr2L	-	6961515	6964074	6961590	6963817	4	6961515,6961894,6963743,6963938,	6961830,6963554,6963855,6964074,	FBgn0031878	sip2	sip2
FBtr0079359	chr2L	-	6961515	6963676	6961590	6963655	3	6961515,6961894,6963632,	6961830,6963554,6963676,	FBgn0031878	sip2	sip2
FBtr0079360	chr2L	-	6961515	6963656	6961590	6963532	3	6961515,6961894,6963610,	6961830,6963554,6963656,	FBgn0031878	sip2	sip2
FBtr0079361	chr2L	-	6961515	6963619	6961590	6963532	2	6961515,6961894,	6961830,6963619,	FBgn0031878	sip2	sip2
FBtr0079352	chr2L	+	6964420	6965812	6964518	6965691	1	6964420,	6965812,	FBgn0021944	Coprox	Coprox
FBtr0079356	chr2L	-	6966779	6967644	6967027	6967300	2	6966779,6967507,	6967385,6967644,	FBgn0026170	smt3	smt3
FBtr0331374	chr2L	-	6968710	6971737	6970115	6971462	3	6968710,6970093,6971588,	6969607,6971509,6971737,	FBgn0016978	snRNP-U1-70K	snRNP-U1-70K
FBtr0331375	chr2L	-	6968710	6971737	6970115	6971462	2	6968710,6971588,	6971509,6971737,	FBgn0016978	snRNP-U1-70K	snRNP-U1-70K
FBtr0079355	chr2L	-	6969824	6971737	6970115	6971462	2	6969824,6971588,	6971509,6971737,	FBgn0016978	snRNP-U1-70K	snRNP-U1-70K
FBtr0305347	chr2L	+	6972242	6972796	6972796	6972796	1	6972242,	6972796,	FBgn0262616	CR43142	CR43142
FBtr0307072	chr2L	-	6972827	7010312	6973476	6999856	13	6972827,6973573,6973744,6975513,6975730,6975924,6976372,6981759,6983315,6983582,6987118,6999741,7010292,	6973508,6973684,6975132,6975609,6975856,6976300,6981691,6983250,6983518,6985013,6987200,6999903,7010312,	FBgn0031879	uif	uif
FBtr0307074	chr2L	-	6972827	7010312	6973476	6999856	14	6972827,6973573,6973744,6975513,6975730,6975924,6976372,6981759,6983315,6983582,6987118,6999741,7008399,7010292,	6973508,6973684,6975132,6975609,6975856,6976300,6981691,6983250,6983518,6985013,6987200,6999903,7008646,7010312,	FBgn0031879	uif	uif
FBtr0079354	chr2L	-	6972827	7009907	6973529	6999856	12	6972827,6973744,6975730,6975924,6976372,6981759,6983315,6983582,6987118,6999741,7008399,7009872,	6973684,6975132,6975856,6976300,6981691,6983250,6983518,6985013,6987200,6999903,7008649,7009907,	FBgn0031879	uif	uif
FBtr0290119	chr2L	-	6972827	7009907	6973476	6999856	13	6972827,6973573,6973744,6975730,6975924,6976372,6981759,6983315,6983582,6987118,6999741,7008399,7009872,	6973508,6973684,6975132,6975856,6976300,6981691,6983250,6983518,6985013,6987200,6999903,7008649,7009907,	FBgn0031879	uif	uif
FBtr0302162	chr2L	-	6972827	7009907	6973476	6999856	14	6972827,6973573,6973744,6975513,6975730,6975924,6976372,6981759,6983315,6983582,6987118,6999741,7008399,7009872,	6973508,6973684,6975132,6975609,6975856,6976300,6981691,6983250,6983518,6985013,6987200,6999903,7008649,7009907,	FBgn0031879	uif	uif
FBtr0307073	chr2L	-	6972827	7009907	6973476	6999856	14	6972827,6973573,6973744,6975513,6975730,6975924,6976372,6981759,6983315,6983582,6987118,6999741,7008399,7009872,	6973508,6973684,6975132,6975609,6975856,6976300,6981691,6983250,6983518,6985013,6987200,6999903,7008646,7009907,	FBgn0031879	uif	uif
FBtr0306925	chr2L	+	7012310	7012742	7012326	7012524	1	7012310,	7012742,	FBgn0263026	CG43321	CG43321
FBtr0306926	chr2L	+	7013395	7014737	7013495	7014645	2	7013395,7013652,	7013582,7014737,	FBgn0263027	CG43322	CG43322
FBtr0079431	chr2L	-	7014860	7023940	7015085	7023705	7	7014860,7016436,7017544,7018148,7018430,7019134,7023528,	7016374,7017486,7017966,7018374,7019080,7019382,7023940,	FBgn0000053	ade3	ade3
FBtr0100353	chr2L	-	7018084	7023940	7018144	7023705	4	7018084,7018430,7019134,7023528,	7018374,7019080,7019382,7023940,	FBgn0000053	ade3	ade3
FBtr0079388	chr2L	+	7021681	7022473	7021714	7022340	2	7021681,7021797,	7021726,7022473,	FBgn0003046	Pcp	Pcp
FBtr0079430	chr2L	-	7024824	7027295	7025172	7026777	4	7024824,7026156,7026723,7027193,	7025818,7026635,7027019,7027295,	FBgn0051908	CG31908	CG31908
FBtr0079429	chr2L	-	7024828	7027295	7025172	7026777	3	7024828,7026156,7026723,	7025818,7026635,7027295,	FBgn0051908	CG31908	CG31908
FBtr0079389	chr2L	+	7027593	7028959	7027810	7028899	4	7027593,7027987,7028489,7028726,	7027927,7028420,7028666,7028959,	FBgn0031881	CG3476	CG3476
FBtr0079426	chr2L	-	7030492	7032603	7031433	7032105	2	7030492,7032310,	7032177,7032603,	FBgn0031882	Rab30	Rab30
FBtr0079427	chr2L	-	7030492	7032603	7031433	7032105	2	7030492,7032321,	7032177,7032603,	FBgn0031882	Rab30	Rab30
FBtr0079428	chr2L	-	7030492	7032603	7031433	7032105	2	7030492,7032236,	7032177,7032603,	FBgn0031882	Rab30	Rab30
FBtr0309323	chr2L	-	7031234	7032603	7031433	7032105	2	7031234,7032244,	7032177,7032603,	FBgn0031882	Rab30	Rab30
FBtr0089638	chr2L	+	7032712	7037620	7036497	7037450	8	7032712,7032903,7034483,7034764,7035406,7035636,7036184,7036811,	7032839,7033018,7034693,7034910,7035561,7036035,7036722,7037620,	FBgn0031883	CG11266	CG11266
FBtr0089640	chr2L	+	7032712	7037620	7032964	7037450	6	7032712,7032903,7035406,7035636,7036184,7036811,	7032839,7033018,7035561,7036035,7036722,7037620,	FBgn0031883	CG11266	CG11266
FBtr0089637	chr2L	+	7032725	7037916	7036497	7037450	7	7032725,7034483,7034764,7035074,7035636,7036184,7036811,	7033018,7034693,7034910,7035561,7036035,7036722,7037916,	FBgn0031883	CG11266	CG11266
FBtr0089634	chr2L	+	7032725	7037681	7036497	7037450	6	7032725,7032903,7035074,7035636,7036184,7036811,	7032835,7033018,7035561,7036035,7036722,7037681,	FBgn0031883	CG11266	CG11266
FBtr0089639	chr2L	+	7032725	7037620	7036497	7037450	9	7032725,7032903,7034198,7034483,7034764,7035406,7035636,7036184,7036811,	7032839,7033018,7034273,7034693,7034912,7035561,7036035,7036722,7037620,	FBgn0031883	CG11266	CG11266
FBtr0089635	chr2L	+	7032725	7037613	7036497	7037450	8	7032725,7034198,7034483,7034764,7035406,7035636,7036184,7036811,	7033018,7034273,7034693,7034910,7035561,7036035,7036722,7037613,	FBgn0031883	CG11266	CG11266
FBtr0089636	chr2L	+	7032725	7037613	7032964	7037450	5	7032725,7035406,7035636,7036184,7036811,	7033018,7035561,7036035,7036722,7037613,	FBgn0031883	CG11266	CG11266
FBtr0306229	chr2L	+	7037822	7056010	7040605	7054556	6	7037822,7040472,7040949,7051366,7051759,7053475,	7038366,7040780,7041159,7051645,7053365,7056010,	FBgn0262872	milt	milt
FBtr0306228	chr2L	+	7037822	7054847	7040605	7054556	6	7037822,7040472,7040949,7051366,7051759,7053475,	7038278,7040780,7041159,7051645,7053365,7054847,	FBgn0262872	milt	milt
FBtr0306231	chr2L	+	7042358	7056010	7046409	7054556	5	7042358,7046253,7051366,7051759,7053475,	7042493,7047214,7051645,7053365,7056010,	FBgn0262872	milt	milt
FBtr0306233	chr2L	+	7042358	7056010	7046409	7054556	5	7042358,7046319,7051366,7051759,7053475,	7042493,7047214,7051645,7053365,7056010,	FBgn0262872	milt	milt
FBtr0306232	chr2L	+	7049271	7054847	7051392	7054556	4	7049271,7051366,7051759,7053475,	7049725,7051645,7053365,7054847,	FBgn0262872	milt	milt
FBtr0306230	chr2L	+	7050367	7054847	7050580	7054556	4	7050367,7051366,7051759,7053475,	7050983,7051645,7053365,7054847,	FBgn0262872	milt	milt
FBtr0110978	chr2L	+	7056300	7063586	7057406	7061721	5	7056300,7057223,7057863,7058392,7060965,	7057156,7057674,7058325,7059198,7063586,	FBgn0031885	Mnn1	Mnn1
FBtr0079401	chr2L	+	7056300	7062665	7057406	7061721	5	7056300,7057223,7057863,7058392,7060965,	7057156,7057674,7058325,7059198,7062665,	FBgn0031885	Mnn1	Mnn1
FBtr0079402	chr2L	+	7056300	7059294	7057406	7059255	4	7056300,7057347,7057863,7058392,	7056536,7057674,7058325,7059294,	FBgn0031885	Mnn1	Mnn1
FBtr0079425	chr2L	-	7059317	7060851	7059434	7060709	2	7059317,7060831,	7060767,7060851,	FBgn0051907	CG31907	CG31907
FBtr0079403	chr2L	+	7063985	7064467	7064085	7064380	2	7063985,7064252,	7064197,7064467,	FBgn0040954	CG13779	CG13779
FBtr0079424	chr2L	-	7064430	7065837	7064460	7065765	3	7064430,7065031,7065464,	7064974,7065404,7065837,	FBgn0031886	Nuf2	Nuf2
FBtr0289952	chr2L	+	7067982	7069546	7067982	7069542	2	7067982,7068689,	7068638,7069546,	FBgn0031887	CG11289	CG11289
FBtr0112611	chr2L	-	7099691	7156701	7100092	7156665	6	7099691,7100277,7107140,7107418,7118884,7155486,	7100207,7100555,7107352,7107551,7118923,7156701,	FBgn0085407	Pvf3	Pvf3
FBtr0112612	chr2L	-	7099691	7133527	7100092	7133395	6	7099691,7100277,7107140,7107418,7118884,7132723,	7100207,7100555,7107352,7107551,7118923,7133527,	FBgn0085407	Pvf3	Pvf3
FBtr0301525	chr2L	-	7099691	7133527	7100092	7133395	5	7099691,7100277,7107140,7107418,7132723,	7100207,7100555,7107352,7107551,7133527,	FBgn0085407	Pvf3	Pvf3
FBtr0079405	chr2L	+	7182235	7185530	7182346	7185292	8	7182235,7182706,7183162,7183777,7183871,7184042,7184614,7185137,	7182639,7182899,7183322,7183815,7183986,7184203,7185074,7185530,	FBgn0031893	CG4495	CG4495
FBtr0113028	chr2L	+	7182235	7185530	7182346	7185292	8	7182235,7182706,7183502,7183777,7183871,7184042,7184614,7185137,	7182639,7182899,7183665,7183815,7183986,7184203,7185074,7185530,	FBgn0031893	CG4495	CG4495
FBtr0079419	chr2L	-	7185460	7188068	7185828	7187636	3	7185460,7186831,7187946,	7186766,7187641,7188068,	FBgn0031894	CG4496	CG4496
FBtr0302948	chr2L	-	7190430	7194588	7191401	7193363	3	7190430,7192491,7194349,	7192050,7193373,7194588,	FBgn0031895	CG4497	CG4497
FBtr0079418	chr2L	-	7190430	7194428	7191401	7193363	3	7190430,7192491,7194349,	7192050,7193373,7194428,	FBgn0031895	CG4497	CG4497
FBtr0079416	chr2L	-	7194907	7204264	7195555	7196674	6	7194907,7195702,7196111,7196312,7196750,7203934,	7195640,7196052,7196235,7196695,7196857,7204264,	FBgn0031896	CG4502	CG4502
FBtr0079417	chr2L	-	7194907	7204264	7195555	7196674	5	7194907,7195702,7196111,7196312,7203938,	7195640,7196052,7196235,7196857,7204264,	FBgn0031896	CG4502	CG4502
FBtr0079414	chr2L	-	7218650	7220029	7218852	7219111	2	7218650,7218908,	7218853,7220029,	FBgn0031897	CG13784	CG13784
FBtr0079413	chr2L	-	7220368	7223081	7220532	7222980	4	7220368,7220741,7221140,7222908,	7220677,7221087,7222815,7223081,	FBgn0263133	ico	ico
FBtr0331658	chr2L	-	7223327	7249343	7223615	7237780	11	7223327,7225605,7227103,7228699,7229095,7229652,7230888,7234526,7236144,7237686,7248828,	7223697,7225856,7227346,7229012,7229598,7230598,7231183,7234997,7236351,7237790,7249343,	FBgn0259111	Ndae1	Ndae1
FBtr0331664	chr2L	-	7223327	7240503	7223628	7240210	10	7223327,7227103,7228699,7229095,7229652,7230888,7231812,7234526,7237686,7240181,	7223697,7227346,7229012,7229598,7230598,7231183,7231980,7234997,7237790,7240503,	FBgn0259111	Ndae1	Ndae1
FBtr0299539	chr2L	-	7224199	7240503	7224850	7240210	11	7224199,7225605,7227103,7228699,7229095,7229652,7230888,7234526,7236144,7237686,7240181,	7225061,7225856,7227346,7229012,7229598,7230598,7231183,7234997,7236351,7237790,7240503,	FBgn0259111	Ndae1	Ndae1
FBtr0331659	chr2L	-	7226137	7249343	7226914	7237780	9	7226137,7228699,7229095,7229652,7230888,7234526,7236144,7237686,7248828,	7227346,7229012,7229598,7230598,7231183,7234997,7236351,7237790,7249343,	FBgn0259111	Ndae1	Ndae1
FBtr0331662	chr2L	-	7226137	7240503	7226914	7240210	9	7226137,7228699,7229095,7229652,7230888,7233680,7234526,7237686,7240181,	7227346,7229012,7229598,7230598,7231126,7233806,7234997,7237790,7240503,	FBgn0259111	Ndae1	Ndae1
FBtr0331660	chr2L	-	7226461	7245430	7226914	7245050	9	7226461,7228699,7229095,7229652,7230888,7234526,7237686,7244973,7245286,	7227346,7229012,7229598,7230598,7231126,7234997,7237790,7245083,7245430,	FBgn0259111	Ndae1	Ndae1
FBtr0299537	chr2L	-	7226461	7240503	7226914	7240210	8	7226461,7228699,7229095,7229652,7230888,7234526,7237686,7240181,	7227346,7229012,7229598,7230598,7231183,7234997,7237790,7240503,	FBgn0259111	Ndae1	Ndae1
FBtr0299538	chr2L	-	7226461	7240503	7226914	7240210	9	7226461,7228699,7229095,7229652,7230888,7234526,7236144,7237686,7240181,	7227346,7229012,7229598,7230598,7231183,7234997,7236351,7237790,7240503,	FBgn0259111	Ndae1	Ndae1
FBtr0331661	chr2L	-	7226461	7240503	7226914	7240210	9	7226461,7228699,7229095,7229652,7230888,7231812,7234526,7237686,7240181,	7227346,7229012,7229598,7230598,7231126,7231980,7234997,7237790,7240503,	FBgn0259111	Ndae1	Ndae1
FBtr0331663	chr2L	-	7226461	7240503	7226914	7240210	10	7226461,7228699,7229095,7229652,7230888,7234203,7234526,7236144,7237686,7240181,	7227346,7229012,7229598,7230598,7231126,7234341,7234997,7236351,7237790,7240503,	FBgn0259111	Ndae1	Ndae1
FBtr0332003	chr2L	+	7227733	7228641	7227762	7228566	2	7227733,7227882,	7227828,7228641,	FBgn0264343	CG43799	CG43799
FBtr0332004	chr2L	-	7232164	7232813	7232226	7232610	2	7232164,7232704,	7232645,7232813,	FBgn0264344	CG43800	CG43800
FBtr0332005	chr2L	-	7232193	7232813	7232226	7232610	2	7232193,7232760,	7232645,7232813,	FBgn0264344	CG43800	CG43800
FBtr0333353	chr2L	-	7250606	7252982	7250718	7252772	4	7250606,7251443,7251612,7252689,	7251371,7251554,7252628,7252982,	FBgn0031900	CG13786	CG13786
FBtr0089291	chr2L	-	7255459	7277168	7256003	7276009	4	7255459,7256459,7256761,7275359,	7256246,7256687,7257260,7277168,	FBgn0010453	Wnt4	Wnt4
FBtr0300460	chr2L	+	7257511	7258205	7257731	7258115	2	7257511,7257696,	7257637,7258205,	FBgn0051909	CG31909	CG31909
FBtr0300459	chr2L	+	7257511	7258198	7257731	7258115	2	7257511,7257696,	7257564,7258198,	FBgn0051909	CG31909	CG31909
FBtr0079432	chr2L	+	7307160	7316265	7307591	7315186	5	7307160,7309385,7312837,7314317,7314879,	7307707,7309636,7313139,7314748,7316265,	FBgn0004009	wg	wg
FBtr0303207	chr2L	+	7364819	7377528	7364819	7377259	6	7364819,7369961,7370312,7374855,7375359,7377071,	7365013,7370109,7370391,7375238,7375819,7377528,	FBgn0031903	Wnt10	Wnt10
FBtr0079436	chr2L	+	7377717	7384344	7378400	7384187	14	7377717,7378384,7378783,7379705,7380711,7381063,7381402,7381755,7381960,7382121,7382757,7383010,7383478,7383806,	7377865,7378688,7379647,7380643,7381004,7381335,7381689,7381905,7382058,7382175,7382945,7383426,7383755,7384344,	FBgn0002938	ninaC	ninaC
FBtr0079437	chr2L	+	7377735	7382776	7378400	7382339	10	7377735,7378384,7378783,7379705,7380711,7381063,7381402,7381755,7381960,7382121,	7377865,7378688,7379647,7380643,7381004,7381335,7381689,7381905,7382058,7382776,	FBgn0002938	ninaC	ninaC
FBtr0079469	chr2L	-	7384485	7388248	7384886	7388103	7	7384485,7385049,7385259,7385430,7385866,7386423,7387974,	7384991,7385140,7385366,7385804,7386182,7386648,7388248,	FBgn0031904	CG5149	CG5149
FBtr0114587	chr2L	-	7384485	7388248	7385255	7388103	6	7384485,7385049,7385430,7385866,7386423,7387974,	7384991,7385366,7385804,7386182,7386648,7388248,	FBgn0031904	CG5149	CG5149
FBtr0079438	chr2L	+	7388536	7390902	7388675	7390828	3	7388536,7389374,7390687,	7389292,7390626,7390902,	FBgn0031905	CG5155	CG5155
FBtr0079468	chr2L	-	7390983	7398403	7391074	7392382	6	7390983,7391645,7391860,7392075,7392273,7398237,	7391503,7391798,7392019,7392212,7392404,7398403,	FBgn0031906	CG5160	CG5160
FBtr0302588	chr2L	-	7390983	7395601	7391074	7392382	6	7390983,7391645,7391860,7392075,7392273,7395528,	7391503,7391798,7392019,7392212,7392404,7395601,	FBgn0031906	CG5160	CG5160
FBtr0114588	chr2L	+	7395831	7404526	7403296	7404364	5	7395831,7402904,7403228,7403541,7404229,	7395836,7402985,7403361,7404163,7404526,	FBgn0031907	CG5171	CG5171
FBtr0302587	chr2L	+	7401334	7404526	7401437	7404364	4	7401334,7403228,7403541,7404229,	7401438,7403361,7404163,7404526,	FBgn0031907	CG5171	CG5171
FBtr0079439	chr2L	+	7402854	7404526	7403296	7404364	3	7402854,7403541,7404229,	7403361,7404163,7404526,	FBgn0031907	CG5171	CG5171
FBtr0079440	chr2L	+	7402905	7404526	7403296	7404364	4	7402905,7403228,7403541,7404229,	7402985,7403361,7404163,7404526,	FBgn0031907	CG5171	CG5171
FBtr0332522	chr2L	+	7405226	7408600	7405317	7408399	4	7405226,7405447,7405999,7408145,	7405382,7405772,7406186,7408600,	FBgn0031908	CG5177	CG5177
FBtr0079441	chr2L	+	7405226	7408475	7405317	7408399	4	7405226,7405447,7405999,7408145,	7405382,7405772,7406186,7408475,	FBgn0031908	CG5177	CG5177
FBtr0079467	chr2L	-	7408532	7409809	7409026	7409704	2	7408532,7409572,	7409509,7409809,	FBgn0031909	CG5181	CG5181
FBtr0079442	chr2L	+	7410908	7412229	7410954	7411806	1	7410908,	7412229,	FBgn0031910	CG15818	CG15818
FBtr0332523	chr2L	+	7412416	7422736	7412506	7421960	8	7412416,7413381,7414073,7414291,7417372,7421456,7421688,7421843,	7413308,7414007,7414231,7414664,7417478,7421614,7421784,7422736,	FBgn0028387	chm	chm
FBtr0079443	chr2L	+	7412416	7422389	7412506	7421960	8	7412416,7413381,7414073,7414291,7417372,7421456,7421688,7421843,	7413308,7414007,7414231,7414664,7417478,7421614,7421784,7422389,	FBgn0028387	chm	chm
FBtr0308610	chr2L	+	7412416	7417813	7412506	7417593	6	7412416,7413381,7414073,7414291,7417372,7417546,	7413308,7414007,7414231,7414664,7417478,7417813,	FBgn0028387	chm	chm
FBtr0332524	chr2L	+	7423819	7425932	7425932	7425932	2	7423819,7425171,	7424363,7425932,	FBgn0264439	CR43857	CR43857
FBtr0332525	chr2L	+	7423819	7425932	7425932	7425932	2	7423819,7425171,	7423991,7425932,	FBgn0264439	CR43857	CR43857
FBtr0304472	chr2L	+	7425794	7425892	7425892	7425892	1	7425794,	7425892,	FBgn0262453	mir-275	mir-275
FBtr0304473	chr2L	+	7425852	7425875	7425875	7425875	1	7425852,	7425875,	FBgn0262453	mir-275	mir-275
FBtr0304497	chr2L	+	7425971	7426044	7426044	7426044	1	7425971,	7426044,	FBgn0262458	mir-305	mir-305
FBtr0304498	chr2L	+	7425978	7426001	7426001	7426001	1	7425978,	7426001,	FBgn0262458	mir-305	mir-305
FBtr0079444	chr2L	+	7426865	7430329	7427200	7429872	7	7426865,7428046,7428280,7428877,7429166,7429581,7429742,	7427361,7428216,7428679,7429104,7429515,7429684,7430329,	FBgn0031912	CG5261	CG5261
FBtr0332526	chr2L	+	7427001	7430329	7427200	7429872	7	7427001,7428046,7428280,7428925,7429166,7429581,7429742,	7427361,7428216,7428610,7429104,7429515,7429684,7430329,	FBgn0031912	CG5261	CG5261
FBtr0332527	chr2L	+	7427001	7430329	7427200	7429872	7	7427001,7428046,7428280,7428877,7429166,7429581,7429742,	7427361,7428216,7428610,7429104,7429515,7429684,7430329,	FBgn0031912	CG5261	CG5261
FBtr0332528	chr2L	+	7427001	7430329	7427200	7429872	7	7427001,7428046,7428280,7428925,7429166,7429581,7429742,	7427361,7428216,7428679,7429104,7429515,7429684,7430329,	FBgn0031912	CG5261	CG5261
FBtr0332529	chr2L	+	7427001	7430329	7427200	7429872	7	7427001,7428046,7428280,7428877,7429166,7429581,7429742,	7427361,7428216,7428679,7429104,7429515,7429684,7430329,	FBgn0031912	CG5261	CG5261
FBtr0079445	chr2L	+	7427727	7430329	7428158	7429872	8	7427727,7427870,7428046,7428280,7428877,7429166,7429581,7429742,	7427773,7427944,7428216,7428679,7429104,7429515,7429684,7430329,	FBgn0031912	CG5261	CG5261
FBtr0079466	chr2L	-	7430529	7433516	7430672	7433176	4	7430529,7431078,7432936,7433405,	7430855,7431540,7433211,7433516,	FBgn0031913	CG5958	CG5958
FBtr0332530	chr2L	+	7437491	7445883	7443645	7444973	8	7437491,7443583,7443893,7444059,7444272,7444464,7444708,7444926,	7437788,7443832,7443985,7444213,7444398,7444643,7444859,7445883,	FBgn0031914	CG5973	CG5973
FBtr0079446	chr2L	+	7437491	7445269	7443645	7444973	8	7437491,7443583,7443893,7444059,7444272,7444464,7444708,7444926,	7437788,7443832,7443985,7444213,7444398,7444643,7444859,7445269,	FBgn0031914	CG5973	CG5973
FBtr0301152	chr2L	+	7440120	7445269	7443645	7444973	8	7440120,7443583,7443893,7444059,7444272,7444464,7444708,7444926,	7441756,7443832,7443985,7444213,7444398,7444643,7444859,7445269,	FBgn0031914	CG5973	CG5973
